,order_id,customer_id,product_id,quantity,order_date,product_name,category,price,name,age,gender,city,Total_Price
1202,O01203,C0199,P002,4,2023-06-11,Least,Accessories,56.56,Benjamin,58,Male,Mooreburgh,226.24
1203,O01204,C0475,P033,3,2023-06-20,The,Footwear,666.87,Brooke,54,Male,Edwardmouth,2000.6100000000001
1204,O01205,C0047,P097,2,2023-06-10,Away,Home,932.46,Anthony,26,Male,Port Elizabethmouth,1864.92
1205,O01206,C0153,P027,2,2023-06-28,Ahead,Clothing,144.07,Marissa,40,Female,Ashleyfurt,288.14
1206,O01207,C0469,P057,3,2023-06-03,On,Accessories,621.97,Amanda,43,Male,Millsmouth,1865.91
1207,O01208,C0451,P099,4,2023-06-29,So,Electronics,698.17,Jason,46,Male,South Jackhaven,2792.68
1208,O01209,C0405,P005,3,2023-06-14,Protect,Footwear,68.06,Katherine,59,Female,East Mary,204.18
1209,O01210,C0444,P011,4,2023-06-29,Senior,Electronics,761.43,Alexandra,57,Female,West Jessicaberg,3045.72
1210,O01211,C0242,P095,4,2023-06-12,Program,Clothing,23.02,Julie,20,Male,Robinsonstad,92.08
1211,O01212,C0475,P043,4,2023-06-22,Force,Clothing,748.87,Brooke,54,Male,Edwardmouth,2995.48
1212,O01213,C0449,P013,2,2023-06-22,Drive,Electronics,474.22,James,22,Male,Lake Mary,948.44
1213,O01214,C0358,P034,5,2023-06-29,Many,Electronics,525.45,Catherine,20,Male,East David,2627.25
1214,O01215,C0034,P046,4,2023-06-03,Around,Electronics,900.08,Raymond,32,Male,Torresshire,3600.32
1215,O01216,C0309,P094,5,2023-06-13,North,Electronics,613.4,Danielle,34,Male,Mitchellshire,3067.0
1216,O01217,C0378,P042,4,2023-06-27,Find,Accessories,304.87,Frank,59,Female,East Thomasshire,1219.48
1217,O01218,C0356,P004,1,2023-06-24,Evening,Clothing,138.74,Nathan,59,Male,Gonzalezfort,138.74
1218,O01219,C0329,P083,2,2023-06-27,Ready,Accessories,255.54,Stephanie,22,Male,East Beckychester,511.08
1219,O01220,C0323,P057,2,2023-06-05,On,Accessories,621.97,Mitchell,38,Male,Port Deannaberg,1243.94
1220,O01221,C0002,P052,2,2023-06-08,List,Clothing,940.13,William,46,Male,Port Charlesshire,1880.26
1221,O01222,C0322,P040,3,2023-06-04,Some,Electronics,380.06,Russell,51,Male,Port Derek,1140.18
1222,O01223,C0295,P011,1,2023-06-19,Senior,Electronics,761.43,Jason,19,Female,Lake Tyler,761.43
1223,O01224,C0081,P032,5,2023-06-24,Most,Clothing,815.5,Heidi,38,Female,Figueroaborough,4077.5
1224,O01225,C0366,P099,2,2023-06-17,So,Electronics,698.17,Brian,19,Female,Jonathanview,1396.34
1225,O01226,C0434,P077,4,2023-06-30,Government,Clothing,233.11,Lawrence,43,Male,West Lisabury,932.44
1226,O01227,C0406,P041,4,2023-06-04,Behind,Footwear,465.37,Kirsten,23,Female,Lake Jacquelineview,1861.48
1227,O01228,C0245,P095,2,2023-06-17,Program,Clothing,23.02,Andrea,49,Female,North Courtneyborough,46.04
1228,O01229,C0134,P023,5,2023-06-22,Seem,Footwear,71.16,Kaylee,20,Male,Rodriguezstad,355.79999999999995
1229,O01230,C0424,P042,3,2023-06-27,Find,Accessories,304.87,Stacey,33,Female,Garymouth,914.61
1230,O01231,C0102,P011,4,2023-06-19,Senior,Electronics,761.43,Kayla,41,Female,South Waynefurt,3045.72
1231,O01232,C0189,P024,4,2023-06-25,Night,Footwear,742.42,Thomas,26,Male,Robertland,2969.68
1232,O01233,C0449,P049,5,2023-06-30,Town,Electronics,906.94,James,22,Male,Lake Mary,4534.700000000001
1233,O01234,C0115,P003,1,2023-06-17,Number,Home,339.92,Danny,26,Female,Courtneyhaven,339.92
1234,O01235,C0473,P072,5,2023-06-09,Phone,Footwear,847.22,Paul,50,Female,Lynnview,4236.1
1235,O01236,C0321,P030,1,2023-06-16,Ask,Footwear,167.84,Matthew,44,Female,Mcbrideside,167.84
1236,O01237,C0499,P060,2,2023-06-29,Management,Home,789.65,Rachel,52,Male,Anthonymouth,1579.3
1237,O01238,C0135,P090,2,2023-06-03,Perform,Electronics,947.55,Elizabeth,18,Female,West Sheilafort,1895.1
1238,O01239,C0026,P052,5,2023-06-08,List,Clothing,940.13,Angelica,29,Female,Travishaven,4700.65
1239,O01240,C0220,P077,3,2023-06-20,Government,Clothing,233.11,Joshua,49,Male,Rogersport,699.33
1240,O01241,C0077,P012,3,2023-06-04,Section,Footwear,597.66,Angela,25,Male,Port Jasonton,1792.98
1241,O01242,C0088,P073,1,2023-06-25,Second,Electronics,131.85,Kimberly,42,Male,Victoriaview,131.85
1242,O01243,C0008,P092,5,2023-06-26,Coach,Electronics,588.3,Derrick,36,Male,Schmidtshire,2941.5
1243,O01244,C0223,P099,4,2023-06-11,So,Electronics,698.17,Toni,34,Male,East Marcusville,2792.68
1244,O01245,C0424,P087,4,2023-06-11,Body,Footwear,585.47,Stacey,33,Female,Garymouth,2341.88
1245,O01246,C0061,P029,2,2023-06-27,Believe,Electronics,205.62,Tonya,57,Female,New Joannburgh,411.24
1246,O01247,C0098,P035,3,2023-06-19,First,Clothing,362.04,Dana,41,Female,New William,1086.1200000000001
1247,O01248,C0383,P064,4,2023-06-24,Likely,Home,745.23,Monica,30,Male,Gloriamouth,2980.92
1248,O01249,C0067,P056,2,2023-06-13,While,Footwear,795.06,David,46,Female,Riveraburgh,1590.12
1249,O01250,C0308,P028,3,2023-06-26,Work,Home,796.29,Jeffrey,20,Female,Lake Robin,2388.87
1250,O01251,C0373,P087,2,2023-06-24,Body,Footwear,585.47,Megan,50,Female,Mcmillanmouth,1170.94
1251,O01252,C0215,P024,4,2023-06-24,Night,Footwear,742.42,Sara,19,Female,Samuelborough,2969.68
1252,O01253,C0406,P019,1,2023-06-08,Feeling,Accessories,128.68,Kirsten,23,Female,Lake Jacquelineview,128.68
1253,O01254,C0149,P034,2,2023-06-30,Many,Electronics,525.45,Matthew,49,Female,East Robertberg,1050.9
1254,O01255,C0317,P058,2,2023-06-14,Job,Accessories,535.79,Angela,55,Male,South Jesusfort,1071.58
1255,O01256,C0190,P075,4,2023-06-07,Some,Accessories,798.31,Lauren,54,Female,Isabellaton,3193.24
1256,O01257,C0044,P002,4,2023-06-05,Least,Accessories,56.56,Jeffrey,21,Female,New Robert,226.24
1257,O01258,C0069,P042,4,2023-06-04,Find,Accessories,304.87,Sean,43,Male,Hebertport,1219.48
1258,O01259,C0352,P028,4,2023-06-06,Work,Home,796.29,Kimberly,50,Male,Camachoside,3185.16
1259,O01260,C0363,P055,5,2023-06-07,According,Footwear,143.58,James,64,Male,Leahmouth,717.9000000000001
1260,O01261,C0132,P010,1,2023-06-09,Able,Home,683.1,Sean,64,Male,Ryanborough,683.1
1261,O01262,C0286,P008,1,2023-06-15,Table,Clothing,810.83,Brandon,37,Female,Richardshire,810.83
1262,O01263,C0171,P031,4,2023-06-14,Eat,Clothing,168.44,Ashley,61,Female,Thomasbury,673.76
1263,O01264,C0466,P046,5,2023-06-09,Around,Electronics,900.08,Chloe,29,Female,Port Nataliemouth,4500.400000000001
1264,O01265,C0481,P086,5,2023-06-28,Edge,Home,908.91,Caitlin,48,Male,Michaelville,4544.55
1265,O01266,C0364,P096,1,2023-06-19,Service,Footwear,872.76,Sean,39,Female,Fredbury,872.76
1266,O01267,C0003,P033,5,2023-06-02,The,Footwear,666.87,Ellen,32,Male,South Thomasmouth,3334.35
1267,O01268,C0318,P049,3,2023-06-16,Town,Electronics,906.94,Lisa,62,Female,Williamfurt,2720.82
1268,O01269,C0203,P086,3,2023-06-18,Edge,Home,908.91,Adrian,20,Male,West Jacqueline,2726.73
1269,O01270,C0068,P072,1,2023-06-12,Phone,Footwear,847.22,Kathy,35,Female,Gambleport,847.22
1270,O01271,C0298,P023,3,2023-06-23,Seem,Footwear,71.16,Alex,58,Male,East Alexville,213.48
1271,O01272,C0087,P065,4,2023-06-04,Environmental,Electronics,38.36,Kathryn,43,Male,Brandiport,153.44
1272,O01273,C0477,P044,4,2023-06-11,Detail,Home,505.21,Nathan,27,Male,New Tiffany,2020.84
1273,O01274,C0068,P012,3,2023-06-18,Section,Footwear,597.66,Kathy,35,Female,Gambleport,1792.98
1274,O01275,C0364,P068,4,2023-06-14,Market,Accessories,877.38,Sean,39,Female,Fredbury,3509.52
1275,O01276,C0073,P034,1,2023-06-16,Many,Electronics,525.45,Mary,53,Male,West Richardborough,525.45
1276,O01277,C0161,P006,2,2023-06-22,Keep,Electronics,990.01,Jeffrey,49,Female,South Davidview,1980.02
1277,O01278,C0256,P036,3,2023-06-08,News,Clothing,877.81,Ashley,42,Female,New Laurenland,2633.43
1278,O01279,C0475,P056,3,2023-06-09,While,Footwear,795.06,Brooke,54,Male,Edwardmouth,2385.18
1279,O01280,C0463,P034,5,2023-06-29,Many,Electronics,525.45,James,47,Female,Lake Brandonberg,2627.25
1280,O01281,C0425,P098,3,2023-06-26,Decision,Accessories,567.31,Susan,30,Male,East Tina,1701.9299999999998
1281,O01282,C0265,P041,4,2023-06-30,Behind,Footwear,465.37,James,19,Female,North Adamton,1861.48
1282,O01283,C0458,P022,3,2023-06-05,Tax,Home,185.33,Elizabeth,46,Female,Pamelafurt,555.99
1283,O01284,C0378,P063,2,2023-06-12,Table,Home,252.25,Frank,59,Female,East Thomasshire,504.5
1284,O01285,C0285,P085,4,2023-06-16,Really,Electronics,185.69,Connie,57,Female,Geoffreychester,742.76
1285,O01286,C0028,P025,2,2023-06-23,General,Accessories,576.6,Crystal,61,Male,Theodoreland,1153.2
1286,O01287,C0028,P030,2,2023-06-12,Ask,Footwear,167.84,Crystal,61,Male,Theodoreland,335.68
1287,O01288,C0019,P061,3,2023-06-27,Stage,Clothing,155.92,Karen,41,Female,South Denise,467.76
1288,O01289,C0084,P091,4,2023-06-10,Foot,Clothing,157.58,Michael,35,Male,Robinsonhaven,630.32
1289,O01290,C0224,P015,4,2023-06-01,Strategy,Home,352.12,Christina,55,Female,New Ashlee,1408.48
1290,O01291,C0021,P057,3,2023-06-21,On,Accessories,621.97,Caitlin,47,Male,South Mark,1865.91
1291,O01292,C0364,P072,4,2023-06-29,Phone,Footwear,847.22,Sean,39,Female,Fredbury,3388.88
1292,O01293,C0235,P064,1,2023-06-20,Likely,Home,745.23,Alyssa,33,Female,Sandovalberg,745.23
1293,O01294,C0434,P093,2,2023-06-02,Why,Clothing,508.36,Lawrence,43,Male,West Lisabury,1016.72
1294,O01295,C0064,P045,1,2023-06-27,Compare,Footwear,236.05,James,23,Female,Jefferyshire,236.05
1295,O01296,C0105,P037,2,2023-06-24,Store,Home,395.48,Donald,25,Male,Gloriaton,790.96
1296,O01297,C0428,P022,5,2023-06-22,Tax,Home,185.33,Robert,36,Male,Waltertown,926.6500000000001
1297,O01298,C0411,P083,3,2023-07-19,Ready,Accessories,255.54,Kent,25,Male,East Adamfort,766.62
1298,O01299,C0166,P008,1,2023-07-29,Table,Clothing,810.83,Henry,59,Male,Dustinburgh,810.83
1299,O01300,C0281,P078,4,2023-07-22,Where,Accessories,723.64,Jim,28,Male,North Larry,2894.56
1300,O01301,C0048,P052,3,2023-07-19,List,Clothing,940.13,James,43,Male,South Dawnland,2820.39
1301,O01302,C0092,P031,4,2023-07-07,Eat,Clothing,168.44,Laurie,32,Male,West Gregory,673.76
1302,O01303,C0046,P003,2,2023-07-19,Number,Home,339.92,Jonathan,31,Male,Carolhaven,679.84
1303,O01304,C0084,P050,4,2023-07-01,Operation,Accessories,626.12,Michael,35,Male,Robinsonhaven,2504.48
1304,O01305,C0146,P083,2,2023-07-17,Ready,Accessories,255.54,Jillian,30,Female,Josefort,511.08
1305,O01306,C0062,P039,4,2023-07-25,Bed,Clothing,441.94,Adrian,21,Male,Savagemouth,1767.76
1306,O01307,C0411,P056,3,2023-07-19,While,Footwear,795.06,Kent,25,Male,East Adamfort,2385.18
1307,O01308,C0463,P088,5,2023-07-06,Trip,Electronics,403.85,James,47,Female,Lake Brandonberg,2019.25
1308,O01309,C0068,P046,1,2023-07-14,Around,Electronics,900.08,Kathy,35,Female,Gambleport,900.08
1309,O01310,C0427,P048,5,2023-07-30,Consumer,Clothing,545.84,Wanda,47,Male,Ayersport,2729.2000000000003
1310,O01311,C0103,P063,4,2023-07-03,Table,Home,252.25,Deborah,28,Male,Nicolechester,1009.0
1311,O01312,C0454,P050,4,2023-07-08,Operation,Accessories,626.12,Jimmy,43,Female,East Rogerberg,2504.48
1312,O01313,C0138,P073,5,2023-07-25,Second,Electronics,131.85,Corey,31,Male,West Gregory,659.25
1313,O01314,C0217,P012,4,2023-07-16,Section,Footwear,597.66,Kara,43,Female,Melissatown,2390.64
1314,O01315,C0416,P048,5,2023-07-22,Consumer,Clothing,545.84,Derek,21,Male,North Mary,2729.2000000000003
1315,O01316,C0096,P056,4,2023-07-04,While,Footwear,795.06,Keith,24,Male,North Billy,3180.24
1316,O01317,C0048,P006,5,2023-07-29,Keep,Electronics,990.01,James,43,Male,South Dawnland,4950.05
1317,O01318,C0175,P060,2,2023-07-11,Management,Home,789.65,Jacqueline,28,Male,Fisherport,1579.3
1318,O01319,C0332,P088,2,2023-07-01,Trip,Electronics,403.85,Thomas,52,Male,Port Cassidy,807.7
1319,O01320,C0477,P064,5,2023-07-10,Likely,Home,745.23,Nathan,27,Male,New Tiffany,3726.15
1320,O01321,C0323,P083,5,2023-07-22,Ready,Accessories,255.54,Mitchell,38,Male,Port Deannaberg,1277.7
1321,O01322,C0043,P038,4,2023-07-22,Black,Electronics,817.52,Tiffany,35,Male,East Annabury,3270.08
1322,O01323,C0224,P011,4,2023-07-04,Senior,Electronics,761.43,Christina,55,Female,New Ashlee,3045.72
1323,O01324,C0154,P020,2,2023-07-13,Light,Accessories,732.21,Brittany,56,Female,West Jessica,1464.42
1324,O01325,C0351,P039,2,2023-07-12,Bed,Clothing,441.94,Christine,40,Male,Jasminborough,883.88
1325,O01326,C0268,P055,3,2023-07-19,According,Footwear,143.58,Gary,22,Female,Youngborough,430.74
1326,O01327,C0292,P007,5,2023-07-30,Finish,Clothing,325.74,Rebecca,35,Female,East Edward,1628.7
1327,O01328,C0040,P006,5,2023-07-31,Keep,Electronics,990.01,Wayne,38,Female,Catherineshire,4950.05
1328,O01329,C0056,P066,4,2023-07-04,Such,Accessories,572.04,Sarah,64,Male,Christiantown,2288.16
1329,O01330,C0212,P013,4,2023-07-27,Drive,Electronics,474.22,Mackenzie,50,Male,New Brianna,1896.88
1330,O01331,C0339,P093,5,2023-07-11,Why,Clothing,508.36,Cynthia,23,Male,South Baileyfurt,2541.8
1331,O01332,C0417,P033,3,2023-07-05,The,Footwear,666.87,Tiffany,23,Female,Ericatown,2000.6100000000001
1332,O01333,C0131,P075,1,2023-07-01,Some,Accessories,798.31,Melanie,54,Male,Woodfort,798.31
1333,O01334,C0394,P065,1,2023-07-03,Environmental,Electronics,38.36,Tyler,40,Male,Rachelville,38.36
1334,O01335,C0059,P095,4,2023-07-15,Program,Clothing,23.02,Erika,34,Female,East Sherri,92.08
1335,O01336,C0092,P024,4,2023-07-27,Night,Footwear,742.42,Laurie,32,Male,West Gregory,2969.68
1336,O01337,C0024,P011,4,2023-07-23,Senior,Electronics,761.43,Amber,38,Male,Travisfurt,3045.72
1337,O01338,C0449,P091,3,2023-07-22,Foot,Clothing,157.58,James,22,Male,Lake Mary,472.74
1338,O01339,C0161,P076,4,2023-07-16,Amount,Electronics,154.17,Jeffrey,49,Female,South Davidview,616.68
1339,O01340,C0388,P086,4,2023-07-15,Edge,Home,908.91,Carrie,18,Male,Turnerborough,3635.64
1340,O01341,C0320,P034,3,2023-07-21,Many,Electronics,525.45,Lance,44,Male,Port Monicamouth,1576.3500000000001
1341,O01342,C0495,P024,2,2023-07-31,Night,Footwear,742.42,Austin,44,Male,Mikeside,1484.84
1342,O01343,C0095,P011,5,2023-07-09,Senior,Electronics,761.43,Juan,42,Female,Patriciamouth,3807.1499999999996
1343,O01344,C0133,P087,1,2023-07-20,Body,Footwear,585.47,Haley,31,Male,West Chad,585.47
1344,O01345,C0223,P069,1,2023-07-22,Prepare,Accessories,345.37,Toni,34,Male,East Marcusville,345.37
1345,O01346,C0003,P051,1,2023-07-01,Part,Footwear,121.31,Ellen,32,Male,South Thomasmouth,121.31
1346,O01347,C0007,P022,4,2023-07-11,Tax,Home,185.33,James,56,Male,South Stacy,741.32
1347,O01348,C0236,P089,4,2023-07-02,Value,Accessories,464.7,Dana,46,Male,Stephenfort,1858.8
1348,O01349,C0445,P085,5,2023-07-21,Really,Electronics,185.69,Charles,62,Male,Whiteville,928.45
1349,O01350,C0372,P063,3,2023-07-20,Table,Home,252.25,Eduardo,57,Female,Hunterstad,756.75
1350,O01351,C0317,P079,3,2023-07-31,Dream,Clothing,721.44,Angela,55,Male,South Jesusfort,2164.32
1351,O01352,C0354,P087,4,2023-07-15,Body,Footwear,585.47,Bryan,35,Male,Port Amyfurt,2341.88
1352,O01353,C0412,P039,1,2023-07-11,Bed,Clothing,441.94,Brandon,61,Male,New Lauraberg,441.94
1353,O01354,C0065,P018,1,2023-07-31,Maybe,Accessories,965.2,Samuel,59,Female,South Destiny,965.2
1354,O01355,C0098,P015,1,2023-07-24,Strategy,Home,352.12,Dana,41,Female,New William,352.12
1355,O01356,C0357,P025,1,2023-07-24,General,Accessories,576.6,Cameron,48,Male,Sanchezberg,576.6
1356,O01357,C0108,P062,2,2023-07-30,Program,Clothing,315.16,William,50,Male,Jonathanport,630.32
1357,O01358,C0333,P031,4,2023-07-31,Eat,Clothing,168.44,Christopher,34,Female,North Isaactown,673.76
1358,O01359,C0432,P081,5,2023-07-26,Change,Accessories,695.48,Christine,43,Male,Lake Randyport,3477.4
1359,O01360,C0098,P012,3,2023-07-19,Section,Footwear,597.66,Dana,41,Female,New William,1792.98
1360,O01361,C0395,P060,2,2023-07-05,Management,Home,789.65,Chelsea,32,Male,Foleymouth,1579.3
1361,O01362,C0243,P055,1,2023-07-07,According,Footwear,143.58,Margaret,36,Male,Allenside,143.58
1362,O01363,C0060,P022,2,2023-07-28,Tax,Home,185.33,Russell,53,Female,East Jonathon,370.66
1363,O01364,C0379,P090,4,2023-07-02,Perform,Electronics,947.55,Roger,43,Female,Contreraschester,3790.2
1364,O01365,C0351,P044,5,2023-08-16,Detail,Home,505.21,Christine,40,Male,Jasminborough,2526.0499999999997
1365,O01366,C0437,P092,4,2023-08-01,Coach,Electronics,588.3,Elizabeth,29,Female,West Patricia,2353.2
1366,O01367,C0068,P038,4,2023-08-28,Black,Electronics,817.52,Kathy,35,Female,Gambleport,3270.08
1367,O01368,C0492,P054,3,2023-08-15,Follow,Electronics,338.23,Douglas,19,Male,Jonathanport,1014.69
1368,O01369,C0408,P061,2,2023-08-19,Stage,Clothing,155.92,Zachary,60,Female,East Kellyfort,311.84
1369,O01370,C0319,P027,3,2023-08-08,Ahead,Clothing,144.07,Heidi,25,Male,Nathanieltown,432.21
1370,O01371,C0354,P096,1,2023-08-07,Service,Footwear,872.76,Bryan,35,Male,Port Amyfurt,872.76
1371,O01372,C0342,P062,2,2023-08-10,Program,Clothing,315.16,Rachel,54,Male,Calebtown,630.32
1372,O01373,C0089,P026,2,2023-08-19,North,Accessories,842.62,Dillon,62,Male,Port Catherineside,1685.24
1373,O01374,C0311,P063,1,2023-08-27,Table,Home,252.25,Nathaniel,29,Male,Amandamouth,252.25
1374,O01375,C0407,P054,4,2023-08-27,Follow,Electronics,338.23,Adrian,32,Female,South Jeffreychester,1352.92
1375,O01376,C0156,P031,2,2023-08-13,Eat,Clothing,168.44,Lauren,32,Male,Port Kathryn,336.88
1376,O01377,C0286,P007,1,2023-08-02,Finish,Clothing,325.74,Brandon,37,Female,Richardshire,325.74
1377,O01378,C0184,P034,3,2023-08-11,Many,Electronics,525.45,Diane,20,Male,Port Kennethtown,1576.3500000000001
1378,O01379,C0347,P021,2,2023-08-01,Art,Electronics,938.65,Hector,52,Male,Boothfurt,1877.3
1379,O01380,C0424,P065,1,2023-08-04,Environmental,Electronics,38.36,Stacey,33,Female,Garymouth,38.36
1380,O01381,C0414,P009,3,2023-08-21,Manage,Accessories,258.37,Rachel,22,Female,New Elizabethland,775.11
1381,O01382,C0221,P015,5,2023-08-28,Strategy,Home,352.12,Hannah,21,Male,North Johnfurt,1760.6
1382,O01383,C0117,P016,5,2023-08-23,Mind,Footwear,929.88,Daniel,29,Male,Scottbury,4649.4
1383,O01384,C0115,P063,3,2023-08-14,Table,Home,252.25,Danny,26,Female,Courtneyhaven,756.75
1384,O01385,C0175,P046,1,2023-08-14,Around,Electronics,900.08,Jacqueline,28,Male,Fisherport,900.08
1385,O01386,C0395,P072,3,2023-08-28,Phone,Footwear,847.22,Chelsea,32,Male,Foleymouth,2541.66
1386,O01387,C0459,P020,5,2023-08-16,Light,Accessories,732.21,Ian,31,Female,Lake Robertland,3661.05
1387,O01388,C0310,P086,1,2023-08-24,Edge,Home,908.91,Sarah,50,Female,Johnsonmouth,908.91
1388,O01389,C0362,P007,4,2023-08-19,Finish,Clothing,325.74,Christina,49,Male,Thomasside,1302.96
1389,O01390,C0410,P059,1,2023-08-20,Network,Home,894.42,Randy,50,Male,Bennettfurt,894.42
1390,O01391,C0500,P014,5,2023-08-24,Yes,Footwear,414.78,Jasmine,50,Male,North Mark,2073.8999999999996
1391,O01392,C0313,P014,5,2023-08-18,Yes,Footwear,414.78,Anthony,39,Female,Anthonymouth,2073.8999999999996
1392,O01393,C0022,P065,1,2023-08-10,Environmental,Electronics,38.36,Brian,55,Female,Oliviaburgh,38.36
1393,O01394,C0086,P081,1,2023-08-02,Change,Accessories,695.48,Kristen,41,Male,Lake Vicki,695.48
1394,O01395,C0446,P027,3,2023-08-16,Ahead,Clothing,144.07,William,18,Male,South Kimberlyton,432.21
1395,O01396,C0081,P094,3,2023-08-13,North,Electronics,613.4,Heidi,38,Female,Figueroaborough,1840.1999999999998
1396,O01397,C0363,P057,5,2023-08-16,On,Accessories,621.97,James,64,Male,Leahmouth,3109.8500000000004
1397,O01398,C0256,P094,1,2023-08-17,North,Electronics,613.4,Ashley,42,Female,New Laurenland,613.4
1398,O01399,C0079,P083,3,2023-08-19,Ready,Accessories,255.54,Wanda,40,Male,Lake Nancy,766.62
1399,O01400,C0172,P018,1,2023-08-24,Maybe,Accessories,965.2,Kelsey,61,Female,Karihaven,965.2
1400,O01401,C0435,P026,4,2023-08-20,North,Accessories,842.62,Stephanie,40,Female,Dianaview,3370.48
1401,O01402,C0497,P054,1,2023-08-30,Follow,Electronics,338.23,Susan,41,Male,Annaside,338.23
1402,O01403,C0126,P061,3,2023-08-22,Stage,Clothing,155.92,Jennifer,39,Female,East Lauren,467.76
1403,O01404,C0147,P065,2,2023-08-29,Environmental,Electronics,38.36,Tracy,49,Male,Jeremytown,76.72
1404,O01405,C0044,P035,3,2023-08-27,First,Clothing,362.04,Jeffrey,21,Female,New Robert,1086.1200000000001
1405,O01406,C0367,P097,4,2023-08-28,Away,Home,932.46,Gregory,44,Female,Merrittburgh,3729.84
1406,O01407,C0185,P081,2,2023-08-16,Change,Accessories,695.48,Jason,56,Male,West Jason,1390.96
1407,O01408,C0078,P097,5,2023-08-08,Away,Home,932.46,William,31,Female,Millerbury,4662.3
1408,O01409,C0216,P030,2,2023-08-23,Ask,Footwear,167.84,Donna,61,Female,Port Barbara,335.68
1409,O01410,C0411,P055,4,2023-08-02,According,Footwear,143.58,Kent,25,Male,East Adamfort,574.32
1410,O01411,C0471,P053,4,2023-08-17,Be,Home,629.57,Wendy,56,Female,Craneport,2518.28
1411,O01412,C0488,P067,3,2023-08-01,Possible,Clothing,763.65,Jacob,21,Female,Jacobberg,2290.95
1412,O01413,C0484,P004,4,2023-08-14,Evening,Clothing,138.74,Edward,49,Female,West Pamelahaven,554.96
1413,O01414,C0075,P099,1,2023-08-19,So,Electronics,698.17,David,48,Male,Robertchester,698.17
1414,O01415,C0368,P067,1,2023-08-11,Possible,Clothing,763.65,Spencer,59,Male,South Phillipland,763.65
1415,O01416,C0044,P044,3,2023-08-18,Detail,Home,505.21,Jeffrey,21,Female,New Robert,1515.6299999999999
1416,O01417,C0206,P099,2,2023-08-03,So,Electronics,698.17,Jacob,19,Male,Jenkinsburgh,1396.34
1417,O01418,C0223,P008,4,2023-08-09,Table,Clothing,810.83,Toni,34,Male,East Marcusville,3243.32
1418,O01419,C0389,P005,2,2023-08-29,Protect,Footwear,68.06,Jason,25,Female,Maysburgh,136.12
1419,O01420,C0463,P074,1,2023-08-21,Add,Electronics,400.3,James,47,Female,Lake Brandonberg,400.3
1420,O01421,C0324,P092,5,2023-08-14,Coach,Electronics,588.3,Lisa,47,Male,North Mariafort,2941.5
1421,O01422,C0499,P038,4,2023-08-29,Black,Electronics,817.52,Rachel,52,Male,Anthonymouth,3270.08
1422,O01423,C0206,P088,5,2023-08-16,Trip,Electronics,403.85,Jacob,19,Male,Jenkinsburgh,2019.25
1423,O01424,C0448,P039,3,2023-08-04,Bed,Clothing,441.94,Jennifer,56,Male,New Robertville,1325.82
1424,O01425,C0466,P045,1,2023-08-16,Compare,Footwear,236.05,Chloe,29,Female,Port Nataliemouth,236.05
1425,O01426,C0424,P036,5,2023-08-20,News,Clothing,877.81,Stacey,33,Female,Garymouth,4389.049999999999
1426,O01427,C0313,P019,4,2023-08-31,Feeling,Accessories,128.68,Anthony,39,Female,Anthonymouth,514.72
1427,O01428,C0229,P083,2,2023-08-21,Ready,Accessories,255.54,Eric,39,Male,Melissafurt,511.08
1428,O01429,C0455,P070,5,2023-08-12,Country,Home,822.15,Stephanie,33,Male,Danielmouth,4110.75
1429,O01430,C0404,P080,4,2023-08-15,Organization,Footwear,642.94,James,39,Female,Johnside,2571.76
1430,O01431,C0358,P045,4,2023-08-23,Compare,Footwear,236.05,Catherine,20,Male,East David,944.2
1431,O01432,C0398,P026,3,2023-08-14,North,Accessories,842.62,Kyle,19,Male,Mariahaven,2527.86
1432,O01433,C0044,P005,5,2023-08-01,Protect,Footwear,68.06,Jeffrey,21,Female,New Robert,340.3
1433,O01434,C0172,P050,2,2023-08-06,Operation,Accessories,626.12,Kelsey,61,Female,Karihaven,1252.24
1434,O01435,C0267,P070,3,2023-08-10,Country,Home,822.15,Steven,29,Female,Heatherborough,2466.45
1435,O01436,C0110,P012,5,2023-08-24,Section,Footwear,597.66,Stephen,59,Female,North Sarahmouth,2988.2999999999997
1436,O01437,C0283,P040,5,2023-08-07,Some,Electronics,380.06,Lori,53,Female,West Stevenville,1900.3
1437,O01438,C0175,P097,2,2023-08-16,Away,Home,932.46,Jacqueline,28,Male,Fisherport,1864.92
1438,O01439,C0012,P004,5,2023-08-12,Evening,Clothing,138.74,Todd,41,Male,Sarahchester,693.7
1439,O01440,C0304,P034,2,2023-08-15,Many,Electronics,525.45,Scott,38,Male,Rosemouth,1050.9
1440,O01441,C0427,P100,3,2023-08-08,Everything,Home,922.89,Wanda,47,Male,Ayersport,2768.67
1441,O01442,C0372,P055,5,2023-08-17,According,Footwear,143.58,Eduardo,57,Female,Hunterstad,717.9000000000001
1442,O01443,C0057,P094,1,2023-08-08,North,Electronics,613.4,Anthony,52,Male,New Douglasberg,613.4
1443,O01444,C0431,P048,3,2023-08-19,Consumer,Clothing,545.84,Scott,45,Female,Popeburgh,1637.52
1444,O01445,C0322,P065,3,2023-08-30,Environmental,Electronics,38.36,Russell,51,Male,Port Derek,115.08
1445,O01446,C0218,P017,4,2023-09-02,Happen,Accessories,831.47,Theodore,49,Male,East Mirandafurt,3325.88
1446,O01447,C0110,P058,1,2023-09-25,Job,Accessories,535.79,Stephen,59,Female,North Sarahmouth,535.79
